Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux)
20240224122017,0.07,1014.51,20.87,79.51,4105.72
20240224123017,0.07,1014.52,21.16,78.58,5466.9
20240224124017,0.06,1014.53,21.72,75.87,7348.58
20240224125017,0.07,1014.43,22.42,73.04,9153.39
20240224130017,0.05,1014.21,22.67,71.48,7778.54
20240224131017,0.04,1014.37,20.33,79.16,-1641.47
20240224132017,0.03,1014.28,21.23,76.96,973.45
20240224133017,0.05,1014.3,21.13,76.83,918.44
20240224134017,0.04,1014.32,21.33,76.95,2452.41
20240224135017,0.05,1014.18,21.42,76.73,2295.04
20240224140017,0.06,1014.2,21.69,75.75,3910.36
20240224141017,0.06,1014.13,21.81,75.02,3791.58
20240224142017,0.06,1014.19,21.93,74.82,4878.79
20240224143017,0.06,1014.17,22.31,73.33,6278.84
20240224144017,0.05,1014.21,22.77,71.04,8091.67
20240224145017,0.05,1014.25,23.4,68.63,11252.05
20240224150017,0.04,1014.12,23.14,68.66,8377.81
20240224151017,0.05,1014.7,18.66,92.33,-901.34
20240224152017,0.07,1014.61,19.55,88.5,1100.23
20240224153017,0.08,1014.73,19.24,88.92,1118.78
20240224154017,0.08,1014.55,19.78,87.69,2516.23
20240224155017,0.08,1014.49,19.87,87.13,2874.58
20240224160017,0.21,1014.36,20.01,87.4,4579.64
20240224161017,0.14,1014.34,20.44,84.87,5334.24
20240224162017,0.29,1014.22,20.65,83.8,5992.01
20240224163017,0.13,1014.3,21.54,79.35,8053.4
20240224164017,0.1,1014.06,22.74,74.83,10268.98
20240224165017,0.09,1013.78,24.48,66.78,13612.7
20240318090017,0.07,1013.03,23.25,78.59,7360.43
20240318091017,0.72,1013.59,19.55,87.93,-225.76
20240318092017,0.55,1013.58,20.53,85.56,2329.42
20240318093017,0.81,1013.51,20.07,85.99,1857.74
20240318094017,1.01,1013.25,20.27,85.58,2757.8
20240318095017,1.59,1012.73,20.29,84.64,3528.39
20240318100017,1.13,1013.06,20.99,81.58,5494.85
20240318101017,0.61,1013.5,21.22,80.29,5459.58
20240318102017,0.6,1013.45,21.26,80.54,4909.57
20240318103017,0.27,1013.8,21.91,78.23,7503.87
20240318104017,0.19,1013.73,22.39,75.95,7716.81
20240318105017,0.19,1013.7,22.58,74.96,7851.72
20240318110017,0.11,1013.76,23.05,72.84,8843.66
20240318111017,0.08,1013.67,20.7,83.48,-1238.08
20240318112017,0.06,1013.59,21.62,81.02,1119.1
20240318113017,0.06,1013.6,21.49,81.22,924.81
20240318114017,0.05,1013.6,21.64,80.83,1621.17
20240318115017,0.06,1013.49,21.64,81.19,1476.59
20240318120017,0.07,1013.51,21.81,79.96,2445.29
20240318121017,0.06,1013.47,21.97,79.21,2633.1
20240318122017,0.06,1013.42,22.01,79.12,2317.75
20240318123017,0.07,1013.49,22.12,78.72,3343.49
20240318124017,0.06,1013.49,22.19,78.21,3333.92
20240318125017,0.06,1013.51,22.27,77.36,3226.46
20240318130017,0.05,1013.53,22.34,76.88,3524.71
20240318131017,0.05,1013.65,21.9,74.39,-574.11
20240318132017,0.04,1013.64,22.19,74.31,686.85
20240318133017,0.1,1013.52,22.16,74.77,737.31
20240318134017,0.05,1013.61,22.12,75.13,1174.24
20240318135017,0.16,1013.58,22.01,74.96,1197.2
20240318140017,0.11,1013.71,22.17,73.75,2226.08
20240318141017,0.07,1013.69,22.34,73.12,2287.75
20240318142017,0.06,1013.61,22.49,72.81,2213.73
20240318143017,0.06,1013.59,22.8,72.0,3438.5
20240318144017,0.05,1013.56,22.92,71.14,3456.09
20240318145017,0.05,1013.58,22.96,70.65,3554.22
20240318150017,0.05,1013.51,23.12,70.24,3757.05
20240318151017,0.06,1013.61,20.95,83.89,-539.86
20240318152017,0.07,1013.51,21.45,82.28,735.81
20240318153017,0.08,1013.54,21.27,82.88,749.76
20240318154017,0.07,1013.56,21.33,83.09,1606.47
20240318155017,0.1,1013.53,21.33,82.92,1815.31
20240318160017,0.12,1013.57,21.64,80.51,3028.59
20240318161017,0.1,1013.44,21.92,79.69,3137.36
20240318162017,0.08,1013.37,22.06,79.42,2939.4
20240318163017,0.08,1013.41,22.36,78.24,4335.83
20240318164017,0.07,1013.46,22.45,76.91,4245.28
20240318165017,0.06,1013.52,22.59,75.69,4399.03
20240509090017,0.07,1008.94,27.75,97.32,19621.96
20240509091017,0.74,1011.07,21.06,101.36,3064.79
20240509092017,0.39,1010.97,22.89,98.49,5321.85
20240509093017,0.25,1011.08,22.93,98.41,6663.22
20240509094017,0.13,1010.96,23.62,98.2,8363.15
20240509095017,0.11,1010.29,24.22,100.31,7640.79
20240509100017,0.13,1010.6,24.4,97.92,10847.4
20240509101017,0.11,1010.02,25.29,97.92,11178.89
20240509102017,0.07,1009.5,26.27,98.01,13424.19
20240509103017,0.09,1008.83,27.05,97.9,13439.8
20240509104017,0.09,1008.47,27.66,97.54,14625.74
20240509105017,0.08,1008.51,27.39,98.27,14579.74
20240509110017,0.08,1007.57,29.52,96.91,18701.46
20240509111017,0.07,1011.71,21.32,100.76,4642.42
20240509112017,0.07,1011.3,22.86,98.32,4693.54
20240509113017,0.07,1011.4,22.79,99.12,6492.15
20240509114017,0.07,1011.45,23.08,98.11,7887.08
20240509115017,0.08,1010.73,23.78,99.89,7388.59
20240509120017,0.08,1010.57,24.64,97.49,10821.32
20240509121017,0.08,1010.08,25.34,98.09,11585.39
20240509122017,0.06,1009.73,26.07,98.14,13990.99
20240509123017,0.07,1009.59,26.14,98.15,14249.37
20240509124017,0.08,1009.03,26.98,97.18,14385.56
20240509125017,0.07,1008.85,27.22,96.73,14850.81
20240509130017,0.07,1009.04,29.29,83.49,21562.86
20240509131017,0.93,1011.42,21.21,94.58,3442.18
20240509132017,0.7,1011.11,23.38,89.82,6732.27
20240509133017,0.48,1011.48,23.2,89.79,7891.37
20240509134017,0.17,1011.68,23.91,88.64,10231.38
20240509135017,0.12,1011.27,24.4,89.01,9193.31
20240509140017,0.24,1011.61,24.95,82.92,13192.33
20240509141017,0.8,1011.26,25.06,80.92,14166.38
20240509142017,0.64,1011.03,25.97,78.2,16113.6
20240509143017,0.27,1011.04,27.05,74.09,17763.19
20240509144017,0.21,1011.1,27.45,70.48,17680.01
20240509145017,0.28,1010.99,27.5,68.98,16449.1
20240509150017,0.38,1011.07,29.3,61.58,25454.54
20240509151017,0.53,1012.15,21.42,91.87,3444.92
20240509152017,0.43,1011.91,23.16,85.79,5775.8
20240509153017,0.44,1012.5,22.88,84.25,9317.77
20240509154017,0.15,1012.34,23.74,85.33,11949.94
20240509155017,0.11,1011.88,24.08,84.0,8776.8
20240509160017,0.12,1011.63,25.23,81.78,13357.0
20240509161017,0.26,1011.78,25.63,75.0,14554.57
20240509162017,0.42,1011.81,25.78,73.94,16433.09
20240509163017,0.14,1011.71,26.69,71.26,17283.58
20240509164017,0.1,1011.6,27.6,67.41,18970.37
20240509165017,0.08,1011.66,27.71,64.46,17737.87
20240602090017,0.06,1005.09,32.29,99.98,20942.1
20240602091017,0.06,1008.52,24.4,102.24,1108.01
20240602092017,0.04,1007.69,27.4,97.11,3267.74
20240602093017,0.1,1007.92,26.93,97.92,5670.44
20240602094017,0.0,1008.22,26.74,97.57,5858.0
20240602095017,0.04,1007.23,28.0,102.21,8024.04
20240602100017,0.11,1007.92,27.98,96.55,12596.55
20240602101017,0.11,1007.44,28.77,98.77,13734.06
20240602102017,0.08,1007.19,29.71,97.89,17248.76
20240602103017,0.07,1006.81,30.23,97.69,18298.4
20240602104017,0.07,1006.71,30.8,97.73,22327.37
20240602105017,0.06,1006.07,33.35,95.79,33736.33
20240602110017,0.06,1005.47,31.72,100.42,21649.74
20240602111017,0.07,1008.2,24.84,102.51,1325.61
20240602112017,0.03,1007.61,27.46,97.16,3588.34
20240602113017,0.09,1007.88,26.96,97.89,5906.65
20240602114017,0.01,1008.07,26.94,97.64,6219.62
20240602115017,0.03,1007.28,27.96,101.79,8180.78
20240602120017,0.1,1007.89,28.11,96.62,13187.78
20240602121017,0.11,1007.64,28.8,98.53,15694.77
20240602122017,0.08,1007.64,29.23,98.09,18640.55
20240602123017,0.08,1007.27,29.92,97.45,20394.92
20240602124017,0.07,1007.09,30.94,97.28,26667.08
20240602125017,0.07,1006.67,33.17,95.75,38845.56
20240602130017,0.07,1006.05,31.55,98.23,25071.07
20240602131017,0.06,1008.39,24.47,103.48,1349.42
20240602132017,0.03,1007.67,27.34,96.78,3122.17
20240602133017,0.14,1007.99,27.04,97.1,7583.55
20240602134017,-0.01,1008.63,26.5,96.85,7615.78
20240602135017,-0.01,1007.49,28.03,103.82,11298.52
20240602140017,0.27,1008.32,28.06,95.61,18093.8
20240602141017,0.48,1008.0,27.99,98.68,17390.22
20240602142017,0.26,1007.79,28.91,97.75,19511.6
20240602143017,0.54,1007.41,29.32,97.98,22363.0
20240602144017,0.21,1007.21,30.56,96.93,27115.6
20240602145017,0.29,1006.45,32.75,95.74,36204.46
20240602150017,0.23,1006.36,31.61,94.06,28721.88
20240602151017,0.1,1008.82,23.81,99.31,-1144.76
20240602152017,0.09,1007.72,27.57,93.66,3174.84
20240602153017,0.25,1008.18,27.24,93.18,8558.0
20240602154017,-0.0,1009.02,26.22,92.92,6743.53
20240602155017,-0.05,1007.49,28.35,102.42,11333.15
20240602160017,0.2,1008.34,28.47,89.44,16578.1
20240602161017,0.35,1008.34,28.39,89.44,15407.6
20240602162017,0.2,1008.1,29.57,87.9,18234.71
20240602163017,0.23,1008.08,30.42,83.45,22277.37
20240602164017,0.22,1007.93,31.46,82.23,28134.5
20240602165017,0.14,1007.9,33.33,74.09,35687.32
20240604090017,0.06,1008.57,33.73,72.41,43175.5
20240604091017,-0.0,1010.68,22.21,103.53,4871.04
20240604092017,0.07,1010.28,24.21,99.51,5774.13
20240604093017,0.13,1010.66,24.89,94.7,12794.24
20240604094017,0.06,1010.64,25.59,97.44,19009.43
20240604095017,0.04,1009.12,26.93,102.22,17420.64
20240604100017,0.09,1009.65,27.3,95.62,23077.67
20240604101017,0.08,1008.59,28.6,95.43,20811.9
20240604102017,0.04,1008.78,30.26,88.21,29667.41
20240604103017,0.03,1008.84,29.04,88.99,23283.28
20240604104017,0.05,1008.95,30.01,82.4,25896.18
20240604105017,0.06,1008.55,31.81,75.95,30173.17
20240604110017,0.06,1008.68,35.07,63.93,46934.42
20240604111017,-0.02,1010.53,22.88,102.88,7311.2
20240604112017,0.08,1010.39,24.05,100.25,6586.54
20240604113017,0.16,1010.71,25.17,92.95,14378.92
20240604114017,0.08,1010.64,25.99,96.65,21747.36
20240604115017,0.05,1009.81,27.04,92.63,19067.45
20240604120017,0.09,1010.69,27.86,81.75,26937.42
20240604121017,0.05,1010.47,28.64,78.63,26720.58
20240604122017,0.03,1010.48,30.31,73.0,34238.88
20240604123017,0.03,1010.36,29.6,71.88,26892.78
20240604124017,0.04,1010.47,30.31,67.81,29718.6
20240604125017,0.05,1010.1,31.89,63.23,34346.47
20240604130017,0.05,1010.34,33.95,56.33,48111.74
20240604131017,1.32,1009.62,22.29,103.35,4665.04
20240604132017,1.18,1010.37,23.57,94.76,9378.64
20240604133017,1.36,1010.06,25.32,88.16,17391.38
20240604134017,1.24,1009.9,25.19,92.99,19716.17
20240604135017,1.74,1008.62,27.03,82.69,17831.68
20240604140017,1.88,1009.5,27.12,75.35,26080.74
20240604141017,1.83,1008.84,28.19,72.63,25025.57
20240604142017,2.19,1008.82,28.45,68.37,27665.3
20240604143017,2.27,1008.37,28.78,67.28,25174.7
20240604144017,2.1,1008.41,30.01,64.21,29692.08
20240604145017,1.16,1008.87,32.31,57.0,36286.59
20240604150017,1.08,1009.33,33.77,51.12,45955.68
20240604151017,0.43,1011.39,22.46,88.67,7421.74
20240604152017,0.59,1010.75,25.54,78.66,9029.43
20240604153017,0.89,1012.03,26.24,67.19,22319.82
20240604154017,0.55,1011.84,26.54,72.23,23683.64
20240604155017,0.64,1011.21,27.43,68.96,21117.8
20240604160017,0.66,1011.42,28.4,60.39,24554.45
20240604161017,0.61,1011.12,29.61,56.44,26741.73
20240604162017,0.81,1010.57,31.32,51.87,31961.53
20240604163017,0.83,1010.22,30.47,53.01,24344.0
20240604164017,0.7,1010.26,31.65,50.18,29469.81
20240604165017,0.33,1009.91,33.73,45.76,34543.48
20240609090017,0.04,1004.95,32.36,87.9,9151.21
20240609091017,0.04,1007.71,27.59,88.1,3237.7
20240609092017,0.05,1007.57,28.72,85.33,3780.88
20240609093017,0.04,1007.51,29.04,84.15,4366.45
20240609094017,0.04,1007.6,29.08,82.65,4619.02
20240609095017,0.03,1007.53,29.77,79.79,5941.62
20240609100017,0.02,1007.42,30.67,74.08,6965.86
20240609101017,0.03,1005.24,35.67,55.69,5926.62
20240609102017,0.03,1003.14,40.63,42.35,10894.53
20240609103017,0.01,1002.35,42.7,36.96,16103.57
20240609104017,-0.02,1002.45,43.04,36.3,19752.79
20240609105017,-0.01,1002.31,44.29,34.08,24180.46
20240609110017,-0.0,1002.14,44.52,33.41,23298.74
20240609111017,0.11,1006.95,28.03,91.2,-888.48
20240609112017,0.03,1007.64,28.7,98.05,9043.71
20240609113017,0.11,1006.9,29.04,99.07,7315.11
20240609114017,0.02,1006.79,28.96,96.75,7881.34
20240609115017,0.13,1005.89,29.79,96.06,6416.31
20240609120017,0.02,1004.61,31.29,94.75,5714.38
20240609121017,0.1,1004.68,31.18,92.93,6523.43
20240609122017,0.12,1004.95,31.06,94.91,8134.89
20240609123017,0.14,1004.85,31.1,96.17,8326.63
20240609124017,0.11,1004.78,31.05,97.31,7558.44
20240609125017,0.08,1004.92,31.22,97.28,8130.64
20240609130017,0.05,1004.57,31.87,97.79,8765.83
20240609131017,0.02,1000.77,47.32,57.37,54989.62
20240609132017,-0.02,1002.68,42.79,66.16,50077.86
20240609133017,0.06,1003.36,46.29,49.61,73998.86
20240609134017,0.04,1003.2,49.31,39.45,81373.22
20240609135017,0.03,1003.26,50.2,36.03,86852.87
20240609140017,0.03,1003.59,44.22,45.56,53731.06
20240609141017,0.0,1004.22,44.19,46.7,61990.44
20240609142017,-0.02,1003.95,47.92,37.24,76433.42
20240609143017,0.03,1004.37,50.41,32.83,97554.38
20240609144017,0.02,1005.09,50.67,30.19,106233.46
20240609145017,-0.0,1004.36,53.36,26.1,106777.6
20240609150017,-0.0,1003.14,54.81,25.3,108931.74
20240609151017,0.02,1005.15,38.84,74.41,45771.92
20240609152017,0.3,1001.74,40.22,67.63,16423.29
20240609153017,0.04,1002.68,40.76,71.01,30637.5
20240609154017,-0.11,1000.71,47.97,43.61,38925.78
20240609155017,-0.03,998.14,48.94,42.54,30271.06
20240609160017,0.01,1001.23,43.57,53.0,36640.15
20240609161017,-0.01,1001.49,47.62,44.81,52238.08
20240609162017,0.01,999.15,53.36,37.39,53125.48
20240609163017,-0.01,997.79,53.61,40.76,50991.48
20240609164017,0.04,998.65,52.74,38.52,60581.62
20240609165017,0.0,998.18,54.52,35.38,63160.38
20240709090017,-0.01,1002.46,48.13,32.19,56782.48
20240709091017,1.06,1004.99,33.48,53.5,7552.65
20240709092017,1.3,1002.18,39.37,37.65,3577.96
20240709093017,1.29,1001.91,41.47,31.66,11011.18
20240709094017,1.05,1001.77,41.66,34.53,11152.66
20240709095017,1.0,1000.54,42.97,34.7,6189.27
20240709100017,1.27,999.67,43.54,34.47,6018.65
20240709101017,1.25,999.49,44.62,28.72,12929.15
20240709102017,1.4,999.73,44.53,26.49,13662.14
20240709103017,1.21,998.44,46.36,25.18,8665.3
20240709104017,1.2,998.56,46.25,25.7,10618.75
20240709105017,1.04,998.16,47.32,25.88,11621.88
20240709110017,0.89,998.31,48.29,24.96,17208.67
20240709111017,0.6,1000.86,42.45,35.66,13819.95
20240709112017,0.61,1000.7,43.27,33.54,9995.1
20240709113017,0.5,1000.44,45.24,28.97,15358.32
20240709114017,0.36,1001.41,46.41,27.55,33519.5
20240709115017,0.28,1001.96,46.46,26.33,36311.64
20240709120017,0.23,1001.75,47.15,25.65,36710.62
20240709121017,0.34,1001.83,47.61,24.22,43087.15
20240709122017,0.43,1001.99,47.37,24.32,44549.35
20240709123017,0.43,1002.17,47.54,24.66,48070.31
20240709124017,0.37,1002.17,48.19,23.85,52392.64
20240709125017,0.45,1002.41,48.03,23.74,55975.34
20240709130017,0.34,1002.54,48.79,22.72,59523.46
20240709131017,0.12,1006.54,29.16,87.93,1409.49
20240709132017,0.03,1007.11,29.65,88.16,1464.49
20240709133017,0.11,1006.99,30.6,87.83,5382.46
20240709134017,-0.01,1008.3,28.68,90.15,10996.74
20240709135017,0.05,1006.39,29.6,91.9,2548.39
20240709140017,0.1,1007.62,28.91,86.23,7384.26
20240709141017,0.09,1007.45,28.89,85.29,6619.05
20240709142017,0.13,1006.21,29.91,83.33,3193.83
20240709143017,0.09,1006.36,30.43,81.17,4622.77
20240709144017,0.05,1006.35,31.19,77.32,4879.09
20240709145017,0.07,1006.65,31.43,72.51,5578.58
20240709150017,0.02,1006.76,31.82,68.43,4984.59
20240709151017,0.01,1008.84,29.08,67.98,6299.59
20240709152017,0.01,1008.76,29.45,66.09,4569.19
20240709153017,0.01,1008.77,29.93,63.98,5888.61
20240709154017,0.02,1008.81,29.96,63.75,6372.54
20240709155017,0.01,1008.58,30.33,64.03,6490.17
20240709160017,0.01,1008.59,30.57,61.68,6828.93
20240709161017,0.0,1008.49,30.84,60.6,6950.02
20240709162017,0.0,1008.49,30.92,60.42,7607.61
20240709163017,0.01,1008.25,31.26,60.05,7399.37
20240709164017,0.01,1008.15,31.39,59.29,6936.67
20240709165017,0.01,1008.11,31.57,58.18,7032.71
20240106090001,0.73,1014.88,27.14,56.87,47493.71
20240106091001,0.04,1017.73,17.46,84.28,19603.32
20240106092001,0.17,1017.41,15.31,85.81,2049.62
20240106093001,0.08,1018.94,14.09,87.12,1649.86
20240106094001,0.13,1019.21,14.44,84.71,3515.91
20240106095001,0.06,1018.3,15.58,84.37,2146.36
20240106100001,0.08,1018.47,15.78,81.41,3867.26
20240106101001,0.02,1018.24,15.99,80.19,3552.31
20240106102001,0.03,1017.86,16.98,78.12,4837.56
20240106103001,0.09,1018.42,16.62,78.55,5927.67
20240106104001,0.04,1018.31,16.82,76.66,5035.89
20240106105001,0.16,1018.12,17.19,73.84,4865.73
20240106110001,0.61,1017.42,17.52,73.55,5246.42
20240106111001,0.15,1019.37,14.62,79.04,2201.7
20240106112001,0.08,1019.45,15.09,76.31,2475.76
20240106113001,0.15,1019.23,21.2,66.62,35298.51
20240106114001,0.12,1016.37,22.35,62.65,16548.82
20240106115001,0.09,1017.07,19.33,64.45,4562.08
20240106120001,0.03,1017.42,19.08,65.71,6135.73
20240106121001,0.05,1018.1,18.48,65.61,7445.43
20240106122001,0.05,1018.26,18.73,65.5,9417.32
20240106123001,0.03,1018.01,18.9,64.64,6866.64
20240106124001,0.01,1018.23,18.73,63.88,6477.38
20240106125001,0.01,1017.8,19.12,64.13,5984.13
20240106130001,0.0,1017.64,19.57,64.24,8492.26
20240106131001,0.73,1013.35,24.04,91.64,25436.4
20240106132001,1.13,1016.56,14.96,86.86,-1040.51
20240106133001,0.96,1014.11,19.43,87.84,3528.41
20240106134001,1.4,1014.83,18.52,85.41,9483.52
20240106135001,1.36,1014.57,17.34,89.1,1905.55
20240106140001,1.37,1014.16,18.36,86.82,2810.33
20240106141001,1.09,1014.62,18.44,84.76,3843.25
20240106142001,1.15,1014.59,18.52,84.6,4422.76
20240106143001,0.86,1014.84,19.19,82.3,6475.4
20240106144001,0.99,1015.06,18.59,83.28,5911.44
20240106145001,1.12,1015.01,19.06,80.86,7792.67
20240106150001,1.02,1015.08,19.82,76.94,10770.42
20240106151001,1.3,1014.82,19.87,76.3,11208.61
20240106152001,0.61,1015.91,15.77,97.26,896.06
20240106153001,0.4,1016.16,16.97,87.91,253.17
20240106154001,0.3,1016.08,17.5,88.12,2476.14
20240106155001,0.23,1015.76,18.08,89.4,4322.39
20240106160001,0.2,1015.57,18.57,87.96,5434.35
20240106161001,0.2,1015.49,19.15,85.06,6850.69
20240106162001,0.2,1015.09,20.0,82.28,7149.58
20240106163001,0.22,1014.63,21.33,78.47,9576.72
20240106164001,0.21,1014.43,21.58,78.15,9489.58
20240106165001,0.2,1014.33,23.35,74.0,17814.89
20240111090001,0.12,1017.09,18.68,80.99,13674.3
20240111091001,0.09,1019.02,15.21,70.93,-2508.71
20240111092001,-0.01,1018.79,16.81,68.81,1827.5
20240111093001,0.03,1018.87,17.02,67.26,2466.33
20240111094001,0.01,1018.59,17.29,67.2,1806.27
20240111095001,-0.02,1018.56,17.5,67.01,2770.06
20240111100001,0.03,1018.93,17.13,67.36,4074.44
20240111101001,0.04,1018.88,17.09,67.72,4080.46
20240111102001,0.04,1018.77,17.63,65.22,5187.76
20240111103001,0.04,1019.0,17.35,65.96,5869.16
20240111104001,0.05,1019.07,17.16,67.21,6100.09
20240111105001,0.05,1019.07,17.23,67.08,6354.53
20240111110001,0.04,1018.88,17.62,65.4,6344.96
20240111111001,0.03,1020.13,14.53,68.83,-1986.27
20240111112001,0.02,1020.0,15.38,67.82,1110.57
20240111113001,0.05,1020.03,15.5,67.62,1915.38
20240111114001,0.05,1019.8,15.87,67.19,2040.23
20240111115001,0.05,1019.56,16.44,66.03,3422.96
20240111120001,0.05,1019.39,16.63,65.43,3417.71
20240111121001,0.05,1019.3,16.69,64.91,2821.2
20240111122001,0.05,1019.28,17.05,64.48,4580.02
20240111123001,0.05,1019.36,17.25,62.96,5453.74
20240111124001,0.04,1018.98,17.73,62.57,5058.8
20240111125001,0.05,1018.81,18.21,60.68,5442.64
20240111130001,0.04,1018.61,18.72,59.63,6734.3
20240111131001,0.73,1013.49,24.92,87.33,28445.32
20240111132001,1.04,1016.56,15.45,85.69,76.47
20240111133001,0.92,1014.0,19.68,87.61,4114.31
20240111134001,1.44,1014.81,18.62,84.95,10421.58
20240111135001,1.36,1014.45,17.43,89.56,2250.09
20240111140001,1.37,1014.03,18.61,86.31,3320.22
20240111141001,1.11,1014.56,18.52,84.09,3975.48
20240111142001,1.14,1014.58,18.58,84.28,4548.83
20240111143001,0.87,1014.78,19.27,82.16,6541.63
20240111144001,1.0,1015.03,18.63,83.24,6020.2
20240111145001,1.12,1015.02,19.05,80.84,7800.72
20240111150001,1.02,1015.08,19.82,76.94,10770.42
20240111151001,1.3,1014.82,19.87,76.3,11208.61
20240111152001,0.61,1015.91,15.77,97.26,896.06
20240111153001,0.4,1016.16,16.97,87.91,253.17
20240111154001,0.3,1016.08,17.5,88.12,2476.14
20240111155001,0.23,1015.76,18.08,89.4,4322.39
20240111160001,0.2,1015.57,18.57,87.96,5434.35
20240111161001,0.2,1015.49,19.15,85.06,6850.69
20240111162001,0.2,1015.09,20.0,82.28,7149.58
20240111163001,0.22,1014.63,21.33,78.47,9576.72
20240111164001,0.21,1014.43,21.58,78.15,9489.58
20240111165001,0.2,1014.33,23.35,74.0,17814.89
20240213090001,0.22,1016.23,27.45,55.5,56338.92
20240213091001,0.12,1016.28,18.8,81.37,13970.27
20240213092001,0.13,1016.15,20.81,66.31,12510.69
20240213093001,0.63,1016.76,22.61,56.84,23759.36
20240213094001,0.5,1016.88,24.35,50.15,30188.45
20240213095001,0.73,1016.06,24.65,48.51,27335.62
20240213100001,0.91,1015.66,25.48,45.14,30311.52
20240213101001,0.94,1016.28,25.48,45.72,37002.94
20240213102001,1.32,1015.71,27.06,43.8,44634.78
20240213103001,1.74,1015.82,27.27,42.28,50269.08
20240213104001,1.65,1015.33,25.79,44.85,38379.52
20240213105001,1.46,1015.41,26.07,46.72,41668.7
20240213110001,1.34,1015.77,28.07,41.09,55055.1
20240213111001,0.5,1015.85,20.03,71.46,14032.38
20240213112001,0.33,1016.24,18.12,79.99,6688.2
20240213113001,0.24,1017.19,16.17,81.53,-313.12
20240213114001,0.34,1017.63,16.45,81.49,3071.9
20240213115001,0.66,1017.21,16.69,79.95,3753.14
20240213120001,1.04,1016.85,16.59,77.96,3284.92
20240213121001,0.86,1016.65,17.21,75.81,3179.1
20240213122001,0.76,1016.48,17.91,74.09,3978.37
20240213123001,1.06,1016.63,17.84,73.72,6049.63
20240213124001,1.36,1016.23,17.71,73.02,4252.31
20240213125001,1.46,1016.12,18.13,71.46,6451.95
20240213130001,1.63,1015.81,19.27,65.6,9841.91
20240213131001,0.47,1016.86,17.47,77.62,4143.31
20240213132001,0.64,1014.66,23.58,50.03,5280.56
20240213133001,0.3,1013.78,26.88,43.05,11376.84
20240213134001,0.21,1012.28,28.82,39.99,9348.13
20240213135001,0.58,1011.95,28.04,41.58,8447.92
20240213140001,1.07,1012.22,26.37,45.62,8929.13
20240213141001,0.94,1012.27,27.13,43.68,12470.19
20240213142001,1.65,1011.58,27.0,42.98,11741.08
20240213143001,0.97,1012.67,26.58,45.13,14846.56
20240213144001,0.9,1012.62,27.75,41.14,16309.32
20240213145001,1.0,1013.77,26.86,43.65,23974.75
20240213150001,1.03,1014.17,27.07,42.26,28311.47
20240213151001,0.34,1018.12,16.56,71.86,4287.25
20240213152001,0.19,1018.5,16.32,75.72,4702.41
20240213153001,0.2,1018.07,18.94,64.94,10289.07
20240213154001,0.19,1018.31,18.83,66.5,12664.41
20240213155001,0.16,1018.0,19.3,63.03,11749.17
20240213160001,0.1,1018.16,18.65,61.33,7749.25
20240213161001,0.13,1018.35,19.66,56.19,11846.4
20240213162001,0.12,1018.35,21.51,51.52,20015.36
20240213163001,0.11,1019.4,22.86,47.39,34035.46
20240213164001,0.05,1017.91,25.85,44.22,38893.25
20240213165001,0.04,1017.67,23.82,48.66,28113.66
20240508090001,0.03,1008.59,32.55,67.55,29651.82
20240508091001,0.64,1009.1,23.67,104.64,2235.19
20240508092001,0.96,1008.27,27.51,96.31,14825.48
20240508093001,1.38,1007.93,28.91,93.5,25085.9
20240508094001,0.33,1007.77,27.62,99.26,14072.83
20240508095001,0.27,1007.19,29.2,97.33,16831.6
20240508100001,0.2,1005.93,35.4,76.84,35393.24
20240508101001,0.5,1005.83,33.22,76.64,24857.28
20240508102001,0.43,1005.5,34.81,70.75,25904.5
20240508103001,0.32,1005.89,34.44,70.41,25026.32
20240508104001,0.39,1007.02,33.81,74.03,34337.3
20240508105001,0.8,1006.67,32.3,80.79,28001.78
20240508110001,0.91,1006.78,31.76,84.29,29080.43
20240508111001,0.21,1009.32,23.51,103.33,2542.79
20240508112001,0.09,1008.56,28.39,95.6,16772.62
20240508113001,0.16,1008.45,29.76,92.92,26193.35
20240508114001,0.05,1008.62,27.05,94.11,11676.42
20240508115001,0.08,1007.89,29.38,91.41,17092.18
20240508120001,0.07,1008.04,34.43,66.43,38582.07
20240508121001,0.03,1007.69,32.99,70.58,26960.81
20240508122001,0.02,1007.57,33.78,68.83,28492.66
20240508123001,0.02,1007.87,33.2,69.64,28242.28
20240508124001,0.01,1007.59,34.32,65.18,29691.53
20240508125001,0.03,1007.67,33.65,69.79,29665.84
20240508130001,0.04,1007.88,33.28,69.24,29901.72
20240508131001,0.95,1010.4,22.91,88.46,2531.82
20240508132001,1.1,1009.7,28.7,71.46,20993.34
20240508133001,1.47,1010.01,29.64,64.93,29907.25
20240508134001,1.0,1009.74,27.64,68.43,15226.24
20240508135001,0.65,1009.15,30.43,62.82,19543.04
20240508140001,1.24,1009.02,34.32,49.62,41952.54
20240508141001,1.11,1009.0,32.72,51.84,34302.07
20240508142001,0.9,1008.19,34.13,49.38,30712.28
20240508143001,1.0,1008.29,34.0,48.95,31706.76
20240508144001,1.14,1008.21,34.86,46.47,37502.68
20240508145001,1.68,1008.0,33.52,49.6,33756.12
20240508150001,1.78,1007.89,33.37,50.23,33551.14
20240508151001,0.39,1010.65,23.54,84.65,3632.09
