Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240616090015,0.02,1008.66,37.84,80.46,31952.83,300.81
20240616091015,0.04,1008.68,40.38,70.38,40286.65,486.34
20240616092015,0.04,1008.68,43.25,55.6,62668.35,1058.27
20240616093015,0,1008.63,44.46,50.35,61333.63,1021.57
20240616094015,0.08,1008.64,47.51,43.16,103203.15,1851.37
20240616095015,0.06,1008.69,45.14,46.17,63671.19,1031.27
20240616100015,0.17,1008.69,43.39,54.16,62679.52,986.53
20240616101015,0,1008.66,45.57,48.76,78880.29,1309.57
20240616102015,0,1008.68,46.18,46.77,97315.51,1809.44
20240616103015,0,1008.62,45.97,46.16,93118.56,1751.61
20240616104015,0.11,1008.65,45.86,46.61,91539.46,1736.21
20240616105015,0.02,1008.56,45.43,47.21,84275.23,1610.39
20240616110015,0,1008.39,43.36,52.63,64668.09,1095.15
20240616111015,0.05,1008.28,45.8,46.25,88341.38,1703.62
20240616112015,0.03,1008.12,43.98,48.8,60027.3,998.9
20240616113015,0.05,1008,41.96,56.2,40141.43,465.18
20240616114015,0,1007.86,40.7,63.68,43342.42,547.36
20240616115015,0.28,1007.66,41.16,61.8,42602.07,534.07
20240616120015,0.38,1007.52,40.84,61.62,36760.39,395.55
20240616121015,0.29,1007.35,39.1,71.95,27720,222.38
20240616122015,0.34,1007.23,38.95,76.93,26320.67,201.5
20240616123015,0,1007.03,38.64,83.45,28379.58,234.82
20240616124015,0.2,1006.96,38.97,86.43,30935.42,278.66
20240616125015,0.32,1006.87,38.27,93.73,33106.83,318.68
20240616130015,0.28,1006.71,39.11,86.72,41447.83,496.46
20240616131015,0,1006.61,39.93,81.09,41566.41,506.25
20240616132015,0,1006.52,40.86,74.41,39951.32,472.74
20240616133015,0,1006.5,40.47,74.07,33333.17,332.14
20240616134015,0,1006.43,39.72,77.55,35532.57,385.39
20240616135015,0.17,1006.45,41.17,68.38,35222.6,374.49
20240616140015,1.58,1006.43,41.46,65.17,24454.08,191.28
20240616141015,1.35,1006.35,38.18,79.55,17002.75,83.72
20240616142015,0,1006.41,36.75,94.71,14089.33,57.64
20240616143015,0.15,1006.45,35.58,100,9093,24.55
20240616144015,0.03,1006.44,34.22,100,6328,11.2
20240616145015,0.02,1006.35,33.86,100,8753.17,22.1
20240616150015,0,1006.22,34.3,100,11126.25,34.41
20240616151015,0.04,1006.1,34.76,100,11068.83,33.76
20240616152015,0.2,1006.07,34.55,100,8869.83,21.77
20240616153015,0,1006.12,34.38,100,8026.75,18.12
20240616154015,0,1006.18,34.34,100,8823.83,21.92
20240616155015,0,1006.24,34.41,100,10375.08,30.69
20240616160015,0.56,1006.26,34.49,100,8640,21.97
20240616161015,1.08,1006.36,34.17,100,6568.75,12.57
20240616162015,0.74,1006.58,33.68,100,5161.25,7.65
20240616163015,0.02,1006.58,33.56,100,5174.08,7.7
20240616164015,0,1006.6,33.34,100,4289.75,5.35
20240616165015,0,1006.78,33.17,100,5420.42,8.86
20240617090015,0,1008.62,30.74,100,10935.5,31.58
20240617091015,0,1008.64,31.28,100,12184.25,39.75
20240617092015,0,1008.68,31.97,100,14546.17,56.76
20240617093015,0,1008.58,32.96,100,15472.25,64.34
20240617094015,0,1008.49,33.95,100,17426.33,81.04
20240617095015,0,1008.39,35.24,100,18190.58,87.5
20240617100015,0,1008.33,35.96,100,18894.75,92.97
20240617101015,0.06,1008.32,35.74,100,19404.83,97.44
20240617102015,0,1008.35,36.46,100,20294,105.55
20240617103015,0.11,1008.42,36.91,100,20874.67,110.57
20240617104015,0.92,1008.56,35.78,100,20472.83,108.29
20240617105015,0,1008.56,36.4,100,17149.58,75.62
20240617110015,0,1008.5,35.91,100,15368.58,59.62
20240617111015,0,1008.45,34.85,100,13047.75,43.76
20240617112015,0,1008.3,33.83,100,11351.83,33.76
20240617113015,0,1008.32,33.04,100,11195.92,33.07
20240617114015,0,1008.2,33.42,100,12498.92,40.93
20240617115015,0,1008.11,33.66,100,14492.83,55.02
20240617120015,0,1007.98,33.62,100,15597.75,63.6
20240617121015,0,1007.88,33.85,100,17127.83,77.19
20240617122015,0,1007.73,34.86,100,21606,122.03
20240617123015,0,1007.66,35.78,100,24389.33,157.7
20240617124015,0,1007.52,36.23,100,27516.58,207.9
20240617125015,0,1007.34,38.78,92.96,38887.12,412.25
20240617130015,0,1007.19,40.39,81.15,45655.4,586.94
20240617131015,0.02,1007.05,42.56,69.84,46816.32,596.59
20240617132015,0.09,1006.93,42.85,66.68,46446.52,589.43
20240617133015,0.35,1006.86,42.55,64.92,40370.4,450.11
20240617134015,0.13,1006.78,41.87,68.62,35015.56,335.71
20240617135015,0.03,1006.55,41.55,71.35,37253.09,387.88
20240617140015,0.5,1006.45,40.66,74.03,28246.8,243.55
20240617141015,0.21,1006.24,37.77,91.68,19933.5,108.43
20240617142015,0.46,1006.14,37.22,97.18,19755.83,104.73
20240617143015,0.17,1005.99,36.74,98.33,17466.66,82.53
20240617144015,0.02,1005.84,36.5,100,17548.58,84.95
20240617145015,0.03,1005.75,35.93,100,16436.08,75.27
20240617150015,0.23,1005.61,35.79,100,14654.5,59.87
20240617151015,0.12,1005.49,35.75,100,14225.08,56.38
20240617152015,0.03,1005.34,35.29,100,12896.42,46.78
20240617153015,0.52,1005.3,34.48,100,12524.25,43.65
20240617154015,0.1,1005.23,34.73,100,11708.33,38.27
20240617155015,0.25,1005.24,34.68,100,12120.75,40.76
20240617160015,0.12,1005.37,34.52,100,10639.67,31.95
20240617161015,1.56,1005.42,33.64,100,6772.92,13.09
20240617162015,0.05,1005.43,33.02,100,5714.75,8.94
20240617163015,0,1005.46,32.99,100,5094.33,7.14
20240617164015,0.03,1005.45,32.9,100,3668.5,3.77
20240617165015,0.02,1005.48,32.49,100,2725.33,2.16
20240618090015,0,1008.96,37.33,100,27668,206.5
20240618091015,0,1009.02,35.41,100,25733.08,179.33
20240618092015,0,1009.14,34.71,100,24337,159.25
20240618093015,0,1009.22,33.87,100,25979.75,181.22
20240618094015,0,1009.27,33.93,100,23337.92,148.49
20240618095015,0,1009.38,33.5,100,19894,107.74
20240618130015,0.42,1007.88,38.45,98.61,46487.19,598.39
20240618131015,0.19,1007.82,37.99,99.44,49155.93,666.01
20240618132015,0.12,1007.74,40.13,90.46,50129.01,740.44
20240618133015,0,1007.62,38.85,94.15,33171.42,329.37
20240618134015,0,1007.44,38.19,97.9,47096.95,668.4
20240618135015,0,1007.45,39.94,89.92,45859.83,637.68
20240618140015,0,1007.29,36.41,99.38,18165.42,92.28
20240618141015,0,1007.21,34.07,100,18750.5,100.25
20240618142015,0,1007.06,34.33,100,22197.25,137.88
20240618143015,0,1007.16,33.96,100,19918.42,105.3
20240618144015,0,1007.28,33.53,100,16373.92,71.93
20240618145015,0.46,1007.21,32.7,100,12384.17,43.24
20240618150015,0,1007.21,32.08,100,11239,36.74
20240618151015,0,1007.15,32.1,100,12513,44.89
20240618152015,0,1007.1,31.83,100,12931.92,47.08
20240618153015,1.11,1007.17,31.44,100,11969.5,39.85
20240618154015,0.69,1007.13,31.59,100,10165.42,29.18
20240618155015,0.5,1007.17,31.2,100,8054.08,18.91
20240618160015,0,1007.1,31.29,100,8749.92,22.26
20240618161015,0.16,1007.08,30.99,100,9518.33,25.43
20240618162015,0,1007.09,31.04,100,8101.58,18.51
20240618163015,0.57,1007.16,30.67,100,6442.17,11.82
20240618164015,0.2,1007.01,30.58,100,6362.58,11.99
20240618165015,1.64,1006.93,30.84,100,8046.33,19.02
20240629090015,0,1009.47,51.53,30.11,89450.23,1579.8
20240629091015,0,1009.3,50.22,31.17,91851.76,1619.91
20240629092015,0,1009.22,48.44,33.17,93032.3,1647.96
20240629093015,0,1009.17,46.54,36.31,93276.14,1677.7
20240629094015,0,1009.17,44.96,40.32,93539.74,1697.03
20240629095015,0,1009.07,46.61,38.15,94159.66,1675.84
20240629100015,0,1008.92,46.68,37.67,97486.76,1693
20240629101015,0,1008.82,46.75,38.08,99108.08,1696.38
20240629102015,0,1008.62,46.41,39.46,97779.47,1704.3
20240629103015,0,1008.52,47.2,39.11,96973.57,1697.26
20240629104015,0,1008.49,47.51,38.78,96236.67,1684.75
20240629105015,0,1008.4,45.83,43.3,94848.58,1691.84
20240629110015,0,1008.35,44.85,48.16,94019.51,1707.23
20240629111015,0,1008.31,43.89,54.38,92258.21,1701.2
20240629112015,0,1008.24,44.46,54.29,89556.43,1663.81
20240629113015,0,1008.12,44.43,56.49,87016.19,1643.71
20240629114015,0,1008.01,43.89,59.31,83474.01,1617.64
20240629115015,0,1007.87,43.33,63.33,81020.91,1584.77
20240629120015,0,1007.77,43.2,63.83,79275.43,1545.9
20240629121015,0,1007.72,43.07,63.93,77289.7,1496.61
20240629122015,0,1007.66,43.96,60.33,75010.01,1432.81
20240629123015,0,1007.5,42.95,65.19,72833.09,1383.36
20240629124015,0,1007.51,42.76,65.74,62201.7,1082.73
20240629125015,0,1007.46,41.89,72.45,52008.84,935.77
20240629130015,0,1007.41,41.68,72.81,41879.93,566.65
20240629131015,0,1007.31,39.68,86.11,30281.17,343.57
20240629132015,0,1007.27,37.48,99.67,15960.42,65.15
20240629133015,0,1007.31,37.85,100,22410.75,131.12
20240629134015,0,1007.11,37.26,100,20925.75,114.14
20240629135015,0,1007.21,36.89,100,16962.42,76.09
20240629140015,0,1007.09,36.84,100,17741.08,84.55
20240629141015,0,1007.17,35.82,100,12533.75,42.79
20240629142015,0,1007.07,35.45,100,13946.42,51.46
20240629143015,0,1007.11,35.82,100,9267.58,23.51
20240629144015,0,1007.12,35.6,100,6813.17,11.94
20240629145015,0,1006.97,34.42,100,4078.92,4.93
20240629150015,0,1006.93,33.81,100,3378.42,3.43
20240629151015,0,1006.84,33.84,100,4042.33,4.71
20240629152015,0,1006.82,33.87,100,2412,1.64
20240629153015,0,1006.76,33.89,100,2604.75,1.94
20240629154015,0,1006.77,33.47,100,1454,0.72
20240629155015,0,1006.73,33.25,100,1537,0.73
20240629160015,0,1006.73,33.25,100,1840.92,1.01
20240629161015,0,1006.68,33.3,100,1008.42,0.47
20240629162015,0,1006.8,32.82,100,448.08,0.09
20240629163015,0,1006.89,32.37,100,319.75,0.05
20240629164015,0,1007.2,31.01,100,352,0.06
20240629165015,0,1007.54,29.83,100,495.75,0.13
20240630090015,0.28,1008.22,47.91,45.42,90529.26,1578.65
20240630091015,0,1008.18,49.78,42.73,95284.51,1630.83
20240630092015,0,1008.12,49.38,43.1,97814.5,1650.94
20240630093015,0,1008.06,51.61,38.41,88553.77,1482.33
20240630094015,0,1008.08,51.06,38.05,87297.4,1479.73
20240630095015,0,1008.06,51.99,36,100262.38,1668.89
20240630100015,0,1008,51.96,32.98,86859.86,1430.74
20240630101015,0,1007.91,48.32,40.26,85068.73,1384.12
20240630102015,0,1007.87,51.18,36.22,102179.29,1679.96
20240630103015,0,1007.78,51.02,35.11,99831.85,1649.72
20240630104015,0,1007.61,47.7,42.94,99790.52,1686.67
20240630105015,0,1007.52,46.77,48.73,100151.88,1690.2
20240630110015,0,1007.42,47.87,45.93,98109.01,1681.51
20240630111015,0,1007.4,45.42,50.75,96259.85,1696.61
20240630112015,0,1007.33,44.38,53.41,73898.64,1188.82
20240630113015,0,1007.32,42.54,62.27,84467.14,1511.79
20240630114015,0,1007.22,46.14,50.34,85500.52,1541.5
20240630115015,0.12,1007.1,49.39,37.73,84228.52,1524.7
20240630120015,0,1006.93,48.07,38.82,80549.95,1463.57
20240630121015,0.69,1006.85,46.62,43.64,58018.54,893.59
20240630122015,1.75,1006.75,46.08,45.55,73520.59,1357.88
20240630123015,1.36,1006.66,46.05,45.65,54457.88,865.18
20240630124015,1.05,1006.59,43.24,56.25,33331.45,412.4
20240630125015,0.09,1006.49,43.45,56.82,52361.5,763.09
20240630130015,0,1006.48,45.43,51.28,46777.88,619.39
20240630131015,0,1006.47,45.49,52.1,63563.37,941.99
20240630132015,0,1006.37,45.03,54.31,61165.62,919.98
20240630133015,0,1006.27,44.71,54.83,50591.37,637.29
20240630134015,0,1006.25,44.96,54.16,54629.49,738.38
20240630135015,0,1006.16,46.23,49.26,51542.28,648.34
20240630140015,0,1006.14,45.3,50.48,35238.76,391.24
20240630141015,0,1006.02,39.77,78.74,7192.58,14.61
20240630142015,1.09,1005.88,35.04,100,7122.42,13.53
20240630143015,0.13,1005.76,35.02,100,6816.17,12.81
20240630144015,0,1005.61,34.62,100,6814.67,12.96
20240630145015,0.34,1005.37,33.66,100,7275.58,14.09
20240630150015,0,1005.25,33.8,100,7376.25,14.32
20240630151015,0,1005.32,33.88,100,6552.58,11.34
20240630152015,0,1005.25,33.8,100,6159.17,9.89
20240630153015,0,1005.14,33.29,100,5709.08,8.56
20240630154015,0,1005.23,33.82,100,6175.84,9.88
20240630155015,0,1005.28,33.75,100,5058.33,6.65
20240630160015,0.16,1005.25,33.09,100,4054.83,4.18
20240630161015,0.23,1005.24,33.01,100,4075.42,4.13
20240630162015,0,1005.17,32.58,100,3605.42,3.2
20240630163015,0.11,1005.17,32.27,100,3312.34,2.54
20240630164015,0,1005.3,32.29,100,3156.33,2.27
20240630165015,0,1005.41,32.13,100,3204.66,2.2
20240701090015,0,1007.64,48.23,44.12,91517.18,1691.71
20240701091015,0.08,1007.56,49.21,40.18,95984.03,1732.24
20240701092015,0.65,1007.38,48.95,39.74,95375.79,1712.74
20240701093015,0,1007.35,49.03,39.46,97506.52,1744.88
20240701094015,0,1007.15,47.59,42.9,95180.65,1724.24
20240701095015,0,1007.07,47.44,42.97,88297.72,1578.19
20240701100015,0,1006.96,45.63,45.9,78709.59,1322.82
20240701101015,0,1006.89,43.89,53.95,71053.29,1108.11
20240701102015,0,1006.87,43.99,56.23,76104.3,1247.41
20240701103015,0,1006.8,43.69,60.77,85775.8,1522.68
20240701104015,0,1006.77,44.75,58.48,94965.56,1713.24
20240701105015,0,1006.67,46.33,53.28,99210.67,1768.34
20240701110015,0,1006.66,45.7,53.38,95589.26,1727.97
20240701111015,0,1006.53,44.54,56.7,93526.09,1697.83
20240701112015,0,1006.4,43.91,59.45,92406.27,1702.87
20240701113015,0,1006.28,44.66,56.96,90694.75,1685.3
20240701114015,0.5,1006.26,46.95,47.45,82760.65,1508.81
20240701115015,0.05,1006.13,43.57,54.32,49203.74,695.06
20240701120015,0.38,1006.02,44.68,52.56,76153.54,1369.39
20240701121015,0.24,1005.86,44.68,48.57,67438.88,1120.23
20240701122015,0.49,1005.68,46.38,43.91,79273.27,1472
20240701123015,0.11,1005.47,45.56,45.72,74223.33,1336.99
20240701124015,0.33,1005.34,46.54,42.08,73391.74,1290.04
20240701125015,0.59,1005.3,45.62,45.37,71497.66,1190.05
20240701130015,0.78,1005.2,46.04,45.1,69544.27,1119.84
20240701131015,1.19,1005.14,45.08,47.42,66404.41,1059.51
20240701132015,1.25,1005.09,47.19,43.11,60101.15,922.6
20240701133015,1.68,1005.03,47.82,38.02,50952.37,670.39
20240701134015,1.03,1004.94,46.22,40.63,51773.18,689.4
20240701135015,0.27,1004.87,45.49,45.4,45984.89,543.66
20240701140015,0.99,1004.8,45.4,48.76,32656.67,365.71
20240701141015,0,1004.82,40.08,79.84,6948.5,13.22
20240701142015,0,1004.81,36.98,100,6877.42,12.77
20240701143015,0,1004.85,36.81,100,9717.25,26.29
20240701144015,1.54,1004.77,36.21,100,7422.75,14.41
20240701145015,0.73,1004.73,35.71,100,7713.75,15.9
20240701150015,0.2,1004.82,36.14,100,8496.58,19.9
20240701151015,0,1004.83,35.72,100,6649.83,10.85
20240701152015,0.24,1004.8,35.16,100,5772.42,9.58
20240701153015,0,1004.81,35.39,100,7490,14.15
20240701154015,0.55,1004.89,35.31,100,5508.33,7.06
20240701155015,0,1004.84,34.76,100,5782.75,7.61
20240701160015,0,1004.87,34.74,100,6196.25,9.07
20240701161015,0,1004.96,34.46,100,5773.25,7.45
20240701162015,0,1005.05,34.18,100,6576.08,10.05
20240701163015,0,1005.17,34.3,100,6546.83,10.1
20240701164015,0.13,1005.13,33.9,100,5151.92,6.02
20240701165015,0,1005.15,33.55,100,4776.5,5.52
20240703090015,0,1014.38,46.69,44.78,44342.25,485.72
20240703091015,0,1014.43,47.05,42.34,87614.37,1529.08
20240703092015,0,1014.38,46.37,43.95,52598.19,699.32
20240703093015,0,1014.35,48.28,40.31,101432.99,1779.18
20240703094015,0,1014.3,48.92,37.77,100729.39,1741.52
20240703095015,0,1014.24,47.06,41.94,102589.88,1780.43
20240703100015,0,1014.27,46.6,43.79,106406.26,1802.72
20240703101015,0,1014.19,45.53,48.04,89348.71,1477.36
20240703102015,0,1014.09,41.85,65.62,51952.33,600.98
20240703103015,0,1014.02,39.57,80.2,31748.17,227.39
20240703104015,0,1014.01,40.04,80.2,67498.82,1063.6
20240703105015,0,1013.93,43.87,59.93,94172.42,1652.14
20240703110015,0,1013.82,45.47,51.96,102221.34,1791.36
20240703111015,0,1013.74,45.57,50.34,98812.84,1736.54
20240703112015,0,1013.78,46.09,48.69,96397.67,1700
20240703113015,0,1013.74,46.05,48.99,93513.87,1677.62
20240703114015,0,1013.67,45.54,51.26,89984.62,1656.35
20240703115015,0,1013.53,45.56,53.23,87754.98,1624.74
20240703120015,0,1013.48,44.6,55.19,85600.61,1592.42
20240703121015,0,1013.36,43.76,59.72,83225.14,1543.13
20240703122015,0,1013.28,44.32,59.94,81129.8,1488.57
20240703123015,0,1013.18,45.14,56.46,78451.38,1418.21
20240703124015,0,1013.1,45.31,55.87,76855.76,1344.07
20240703125015,0,1013.08,44.56,57.56,75260.67,1261.49
20240703130015,0,1013.03,44.4,59.06,72640.29,1170.41
20240703131015,0,1013.02,45.25,56.87,67851.62,1062.81
20240703132015,0,1013.04,44.51,57.54,62553.35,964.36
20240703133015,0,1012.94,44.39,59.29,58477.86,853.43
20240703134015,0,1012.84,45.83,52.98,55863.22,769.13
20240703135015,0,1012.72,46.1,51.48,52286.66,667.34
20240703140015,0,1012.69,44.69,54.43,31762.22,358.96
20240703141015,0,1012.58,38.74,90.14,4855.75,7
20240703142015,0,1012.56,36.53,100,8438.17,19.41
20240703143015,0,1012.52,35.81,100,5159.25,7.84
20240703144015,0,1012.52,35.17,100,3840.25,4.3
20240703145015,0,1012.52,34.89,100,3734.75,4.03
20240703150015,0,1012.48,34.84,100,3471.17,3.42
20240703151015,0,1012.53,34.72,100,3434.83,3.42
20240703152015,0,1012.44,34.41,100,3329.08,3.22
20240703153015,0,1012.3,34.19,100,3302.75,2.94
20240703154015,0,1012.17,34.05,100,3382,2.87
20240703155015,0,1012.12,33.87,100,3626.67,3.16
20240703160015,0,1012.22,34.12,100,5073.92,6.93
20240703161015,0,1012.24,34.21,100,4203.33,4.94
20240703162015,0,1012.17,33.91,100,2806.83,1.8
20240703163015,0,1012.17,33.49,100,2681.08,1.54
20240703164015,0,1012.14,33.24,100,2481.33,1
20240703165015,0,1012.03,33.15,100,2482.25,1.2
20240705090015,0,1010.73,48.64,37.36,92996.07,1624.97
20240705091015,0,1010.68,48.61,38.31,96099.07,1653.31
20240705092015,0,1010.76,48.06,41.07,97531.86,1668.55
20240705093015,0,1010.74,49.86,37.22,98575.12,1655.72
20240705094015,0,1010.73,50.07,36.59,98864.95,1661.62
20240705095015,0,1010.78,47.16,43.16,99888.63,1699.96
20240705100015,0,1010.74,48.57,39.96,102820.95,1694.31
20240705101015,0,1010.66,47.51,42.32,103211.95,1704.12
20240705102015,0,1010.55,47.58,42.61,103059.4,1702.55
20240705103015,0,1010.46,46.53,47.19,101545.59,1712.81
20240705104015,0,1010.4,46.49,48.37,101300.8,1711.72
20240705105015,0,1010.33,46.02,51.17,101261.09,1710.01
20240705110015,0,1010.34,46.86,49.43,99985.48,1699.81
20240705111015,0,1010.31,46.53,49.03,98897.66,1709.02
20240705112015,0,1010.13,45.9,51.64,96506.38,1697.77
20240705113015,0,1010.11,46.43,50.28,93750.34,1671.94
20240705114015,0,1010.03,47,48.02,90307.34,1644.15
20240705115015,0,1009.91,47.34,45.4,87898.81,1610.9
20240710130015,0,1007.98,44.68,58.85,65772.73,1139.3
20240710131015,0,1007.85,45.05,55.46,68885.72,1052.32
20240710132015,0,1007.75,44.28,58.74,62922.61,946.71
20240710133015,0,1007.6,44.48,57.44,58629.51,852.99
20240710134015,0,1007.49,44.4,57.7,55213.83,758.59
20240710135015,0,1007.46,45.02,55.36,51526.47,655.49
20240710140015,0,1007.39,43.32,64.07,9790.18,70.16
20240710141015,0,1007.19,37.91,99.77,6913.33,13.62
20240710142015,0,1007.07,36.69,100,6066.75,9.51
20240710143015,0,1007.22,36.58,100,9275.92,22.14
20240710144015,0,1007.31,36.59,100,14266.08,48.08
20240710145015,0,1007.42,36.75,100,10661,26.65
20240710150015,0,1007.23,35.42,100,4868.75,5.58
20240710151015,0,1006.99,34.72,100,3668.92,3.87
20240710152015,0,1007.04,34.57,100,3485.67,3.42
20240710153015,0,1007,34.38,100,3165.75,2.68
20240710154015,0,1006.92,33.99,100,3012.5,2.01
20240710155015,0,1007.2,34.03,100,3548.08,2.53
20240710160015,0,1007.26,33.68,100,2808.58,1.48
20240710161015,0,1007.22,33.54,100,2770,1.44
20240710162015,0,1007.25,33.52,100,2772.67,1.54
20240710163015,0,1007.32,33.28,100,2019.58,0.72
20240710164015,0,1007.41,33.08,100,2002.58,0.75
20240710165015,0,1007.41,32.81,100,1908.92,0.65
20240711090015,0,1007.29,48.97,36.91,88875.23,1654.86
20240711091015,0,1007.29,46.76,44.99,90025.23,1669.69
20240711092015,0,1007.21,46.6,47.45,97850.62,1728.66
20240711093015,0,1007.01,47.11,45.1,99666.18,1734.46
20240711094015,0,1006.92,46.89,43.26,99337.89,1747.56
20240711095015,0,1006.78,46.56,45.39,101525.59,1756.92
20240711100015,0,1006.72,46.42,46.09,103405.3,1757.54
20240711101015,0.05,1006.68,45.86,49.86,104773.98,1768.82
20240711102015,0,1006.61,44.9,54.28,104723.66,1782.11
20240711103015,0,1006.47,44.64,55.01,102436.24,1777.01
20240711104015,0,1006.4,45.37,54.63,102311.54,1758.7
20240711105015,0.02,1006.3,44.18,61.35,102065.37,1768.32
20240711110015,0.12,1006.18,43.78,64.8,100383.49,1760
20240711111015,0.06,1006.06,44.1,64.95,97761.5,1744.79
20240711112015,0.05,1005.97,43.56,68.91,94071.8,1730.91
20240711113015,0.06,1005.91,43.54,69.82,91732.27,1716.94
20240711114015,0.05,1005.82,42.98,74.21,86897.77,1662.03
20240711115015,0.09,1005.75,43.12,75.2,74974.44,1466.48
20240711120015,0.25,1005.65,43.28,73.55,82191.58,1579.82
20240711121015,0.06,1005.59,43.17,73.2,78505.65,1454.57
20240711122015,0.03,1005.6,43.03,75.06,64764.41,1147.3
20240711123015,0.05,1005.66,43.33,73.73,77883.93,1439.93
20240711124015,0.04,1005.58,44.03,69.02,76773.46,1358.76
20240711125015,0.08,1005.52,43.58,71.36,73654.27,1242.28
20240711130015,0.03,1005.39,43.18,73.11,70517.1,1160.34
20240711131015,0.16,1005.31,42.91,75.19,65084.97,1036.77
20240711132015,0.1,1005.28,43.37,72.29,61082.96,957.74
20240711133015,0.07,1005.29,42.86,73.99,57980.84,879.24
20240711134015,0.07,1005.32,43.03,73.36,52683.65,718.82
20240711135015,0,1005.27,43.17,72.78,48597.56,623.52
20240711140015,0.12,1005.25,40.72,84.46,6873.83,32.89
20240711141015,0.07,1005.13,36.11,100,4660.5,6.07
20240711142015,0,1005.05,35.67,100,5276.83,7.94
20240711143015,0.02,1004.96,35.29,100,6329,10.46
20240711144015,0,1004.93,35.26,100,6477,12.19
20240711145015,0.03,1004.9,35.25,100,6185,11.31
20240711150015,0,1004.83,35.27,100,7081.25,14.43
20240711151015,0.02,1004.89,34.94,100,6840.75,13.17
20240711152015,0.04,1004.87,34.76,100,5635.42,8.82
20240711153015,0.06,1004.87,34.45,100,5809.67,9.2
20240711154015,0,1004.97,34.74,100,9869.58,25.48
20240711155015,0.03,1005.02,35.04,100,10785.58,28.41
20240711160015,0,1005.12,34.66,100,9316.5,21.45
20240711161015,0,1005.08,34.38,100,8360.42,18.14
20240711162015,0,1005.13,34.71,100,9994.08,27.28
20240711163015,0,1005.24,35.22,100,10124.67,28.53
20240711164015,0.02,1005.36,34.9,100,7232,14.29
20240711165015,0,1005.5,34.6,100,6480.83,11.47
20240712090015,0,1005.25,45.45,56.12,79278.3,1371.97
20240712091015,0,1005.16,46.46,53.91,94691.54,1678.97
20240712092015,0,1005.11,46.97,52.76,94979.94,1662.27
20240712093015,0,1005.04,46.19,57.44,79158.63,1312.27
20240712094015,0,1005.06,45.43,60.86,87701.34,1539.22
20240712095015,0,1005.05,45.51,61.53,82509.09,1390.48
20240712100015,0,1005.06,43.71,69.76,88015.97,1533.94
20240712101015,0,1005.07,44.82,63.88,91979.69,1606.78
20240712102015,0,1005.07,44.1,68.21,80424.89,1356.42
20240712103015,0,1005,44.25,65.98,92407.89,1676.93
20240712104015,0,1004.9,44.9,61.72,90042.12,1607.7
20240712105015,0,1004.93,45.44,58.08,87130.83,1524.89
20240712110015,0,1004.85,42.98,68.73,94620.02,1721.09
20240712111015,0,1004.78,43.84,66.28,89715.27,1640.96
20240712112015,0,1004.76,44.31,63.52,80549.6,1457
20240712113015,0,1004.67,44.31,62.2,79070.94,1464.45
20240712114015,0.02,1004.51,46.99,50.68,85050.05,1626.2
20240712115015,0,1004.42,47.46,46.96,84574.59,1619.91
20240712120015,0,1004.37,47.47,47.91,62678.29,1014.29
20240712121015,0,1004.28,45.8,52.58,70507.58,1290.96
20240712122015,0,1004.23,47.65,47.4,72005.99,1322.96
20240712123015,0,1004.12,48,43.57,66114.94,1102.97
20240712124015,0,1004.02,45.09,56.11,62249.69,973.35
20240712125015,0,1004.02,47.74,48.68,71606.01,1187.23
20240712130015,0,1004.03,46.21,52.96,55860.89,887.23
20240712131015,0,1004.04,43.47,65.85,31246.33,331.96
20240712132015,0,1004.04,43.48,67.97,49765.51,669.38
20240712133015,0,1004.11,43.07,66.07,30001.84,248.21
20240712134015,0,1004.1,42.73,70.48,41806.9,458.19
20240712135015,0,1004.1,44.89,60.69,41723.14,475.36
20240712140015,0,1004.06,43.46,66.1,18275.58,91.2
20240712141015,0,1004.05,40.34,83.66,11780.42,40.69
20240712142015,0,1004.14,37.94,99.17,9847.83,25.14
20240712143015,0,1004.13,37.19,100,9734.08,24.89
20240712144015,0,1004.05,36.92,100,11110.58,33.4
20240712145015,0,1004.08,37.58,100,10799,31.11
20240303130016,1.52,1018.29,31.07,39.43,61489.24,674.02
20240303131016,2.08,1018.17,29.39,41.34,52029.41,500.13
20240303132016,2.13,1018.06,26.81,46.64,35562.88,212.07
20240303133016,1.59,1017.93,26.6,47.47,33044.66,180.92
20240303134016,1.66,1017.82,25.88,49.25,28176.42,131.18
20240303135016,1.47,1017.77,25.5,50.63,29951.67,149.51
20240303140016,2.21,1017.7,25.64,50.14,30485.67,155.79
20240303141016,2,1017.63,25.26,50.97,29131.75,142.86
20240303142016,1.8,1017.55,25.09,51.83,26531.92,118.66
20240303143016,2.36,1017.47,24.4,53.57,23765.58,95.96
20240303144016,1.44,1017.46,23.93,55.17,17020.5,50.75
20240303145016,1.38,1017.48,23.8,55.88,19240.67,64.43
20240303150016,1.72,1017.47,23.9,55.97,16979.08,50.48
20240303151016,2.05,1017.46,22.89,59.27,9997.58,18.05
20240303152016,1.18,1017.49,22.26,59.76,8680.25,13.74
20240303153016,1.49,1017.41,22.25,60.69,7415.92,10.39
20240303154016,1.55,1017.39,22.14,60.71,9780.67,17.09
20240303155016,2.1,1017.32,22.15,61.34,11092,20.9
20240303160016,1.95,1017.3,21.88,62.16,10042.83,17.12
