Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),ElevationAngle(degree),Azimuth(degree),Datetime,Date,Month,Hour,Minute,DeviceID,DeviceID_01,DeviceID_02,DeviceID_03,DeviceID_04,DeviceID_05,DeviceID_06,DeviceID_07,DeviceID_08,DeviceID_09,DeviceID_10,DeviceID_11,DeviceID_12,DeviceID_13,DeviceID_14,DeviceID_15,DeviceID_16,DeviceID_17
20240705070015,0.0,1011.16,49.95,36.33,45909.98,772.59,22.57,95.8,2024-07-05 07:00:00,2024-07-05,7,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240705071015,0.0,1011.12,50.76,33.58,50339.81,887.16,24.76,98.62,2024-07-05 07:10:00,2024-07-05,7,7,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240705072015,0.0,1011.07,51.32,32.91,53922.42,992.06,26.97,101.45,2024-07-05 07:20:00,2024-07-05,7,7,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240705073015,0.0,1011.15,52.73,28.57,57363.97,1096.93,29.18,104.28,2024-07-05 07:30:00,2024-07-05,7,7,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240705074015,0.0,1011.14,51.85,28.21,60955.21,1198.21,31.4,107.1,2024-07-05 07:40:00,2024-07-05,7,7,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240705075015,0.0,1011.19,52.52,29.51,65607.68,1273.89,33.63,109.93,2024-07-05 07:50:00,2024-07-05,7,7,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240705080015,0.0,1011.24,54.34,27.09,70847.01,1332.26,35.86,112.75,2024-07-05 08:00:00,2024-07-05,7,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240705081015,0.0,1011.26,55.24,24.62,75582.67,1384.44,38.1,115.58,2024-07-05 08:10:00,2024-07-05,7,8,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240705082015,0.0,1011.24,55.31,24.4,79919.43,1432.13,40.34,118.4,2024-07-05 08:20:00,2024-07-05,7,8,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240705083015,0.0,1011.09,54.85,26.51,83586.67,1472.46,42.59,121.23,2024-07-05 08:30:00,2024-07-05,7,8,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240705084015,0.0,1010.98,53.5,27.65,86388.72,1523.72,44.84,124.05,2024-07-05 08:40:00,2024-07-05,7,8,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240705085015,0.0,1010.81,50.21,32.91,89961.94,1583.16,47.09,126.88,2024-07-05 08:50:00,2024-07-05,7,8,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240711070015,0.58,1008.51,43.31,69.05,40590.45,635.56,22.04,95.06,2024-07-11 07:00:00,2024-07-11,7,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240711071015,0.12,1008.41,46.62,57.41,47486.19,828.18,24.25,97.9,2024-07-11 07:10:00,2024-07-11,7,7,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240711072015,0.0,1008.24,49.07,50.53,51214.35,939.03,26.46,100.73,2024-07-11 07:20:00,2024-07-11,7,7,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240711073015,0.0,1008.21,49.82,46.25,53724.04,1009.8,28.68,103.57,2024-07-11 07:30:00,2024-07-11,7,7,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240711074015,0.16,1008.14,50.39,41.42,58574.17,1164.52,30.91,106.41,2024-07-11 07:40:00,2024-07-11,7,7,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240711075015,0.0,1008.06,50.92,38.05,62189.3,1235.29,33.15,109.24,2024-07-11 07:50:00,2024-07-11,7,7,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240711080015,0.0,1008.02,50.87,36.85,67585.32,1321.7,35.39,112.08,2024-07-11 08:00:00,2024-07-11,7,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240711081015,0.0,1007.94,51.65,34.93,72566.62,1402.27,37.64,114.91,2024-07-11 08:10:00,2024-07-11,7,8,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240711082015,0.0,1007.82,51.38,34.92,76463.14,1456.03,39.89,117.75,2024-07-11 08:20:00,2024-07-11,7,8,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240711083015,0.0,1007.7,50.78,33.31,80481.49,1534.3,42.14,120.59,2024-07-11 08:30:00,2024-07-11,7,8,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240711084015,0.0,1007.58,51.41,34.33,82555.44,1561.8,44.4,123.42,2024-07-11 08:40:00,2024-07-11,7,8,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240711085015,0.0,1007.4,50.77,33.06,88345.16,1605.76,46.67,126.26,2024-07-11 08:50:00,2024-07-11,7,8,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240712070015,0.0,1005.98,42.11,80.6,28160.5,274.55,22.04,94.97,2024-07-12 07:00:00,2024-07-12,7,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240712071015,0.0,1005.94,42.82,79.9,30778.42,313.16,24.25,97.8,2024-07-12 07:10:00,2024-07-12,7,7,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240712072015,0.0,1005.73,43.94,73.67,32596.92,347.5,26.46,100.62,2024-07-12 07:20:00,2024-07-12,7,7,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240712073015,0.0,1005.68,43.66,73.68,36290.02,430.59,28.68,103.45,2024-07-12 07:30:00,2024-07-12,7,7,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240712074015,0.12,1005.51,47.05,61.19,48165.23,734.36,30.91,106.28,2024-07-12 07:40:00,2024-07-12,7,7,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240712075015,0.0,1005.39,47.03,56.26,43828.5,623.08,33.15,109.1,2024-07-12 07:50:00,2024-07-12,7,7,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240712080015,0.0,1005.35,48.93,46.32,54654.64,855.95,35.39,111.93,2024-07-12 08:00:00,2024-07-12,7,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240712081015,0.0,1005.35,46.96,47.36,53834.38,799.4,37.64,114.76,2024-07-12 08:10:00,2024-07-12,7,8,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240712082015,0.0,1005.43,47.0,49.31,71744.01,1281.92,39.89,117.59,2024-07-12 08:20:00,2024-07-12,7,8,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240712083015,0.0,1005.48,45.91,51.17,67477.69,1129.92,42.14,120.41,2024-07-12 08:30:00,2024-07-12,7,8,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240712084015,0.88,1005.43,46.78,48.23,78368.55,1411.76,44.4,123.24,2024-07-12 08:40:00,2024-07-12,7,8,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240712085015,0.0,1005.4,47.02,48.86,81928.87,1459.06,46.67,126.07,2024-07-12 08:50:00,2024-07-12,7,8,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240304070016,0.65,1017.52,22.28,63.15,22740.58,218.68,9.99,108.13,2024-03-04 07:00:00,2024-03-04,3,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240304071016,1.12,1017.48,23.78,57.21,31276.0,339.7,12.23,110.5,2024-03-04 07:10:00,2024-03-04,3,7,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240304072016,1.57,1017.43,25.27,52.59,40809.1,490.34,14.45,112.87,2024-03-04 07:20:00,2024-03-04,3,7,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240304073016,1.38,1017.53,26.73,48.8,50825.69,658.88,16.67,115.24,2024-03-04 07:30:00,2024-03-04,3,7,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240304074016,1.05,1017.53,28.72,43.96,57574.75,777.46,18.87,117.61,2024-03-04 07:40:00,2024-03-04,3,7,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240304075016,0.66,1017.58,31.17,38.93,64417.79,907.69,21.06,119.98,2024-03-04 07:50:00,2024-03-04,3,7,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240304080016,0.86,1017.51,32.87,35.05,72551.16,1067.17,23.24,122.35,2024-03-04 08:00:00,2024-03-04,3,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240304081016,0.41,1017.49,35.21,31.52,81951.88,1261.67,25.39,124.71,2024-03-04 08:10:00,2024-03-04,3,8,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240304082016,0.49,1017.45,37.26,27.8,89109.01,1395.76,27.53,127.08,2024-03-04 08:20:00,2024-03-04,3,8,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240304083016,0.57,1017.37,38.13,26.45,93679.0,1474.02,29.65,129.45,2024-03-04 08:30:00,2024-03-04,3,8,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240304084016,0.39,1017.33,39.76,24.2,98935.4,1556.65,31.75,131.82,2024-03-04 08:40:00,2024-03-04,3,8,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240304085016,0.41,1017.23,40.66,22.32,102853.84,1584.07,33.82,134.19,2024-03-04 08:50:00,2024-03-04,3,8,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240305070016,0.43,1011.78,22.61,71.57,7846.75,11.07,9.99,107.42,2024-03-05 07:00:00,2024-03-05,3,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240305071016,0.17,1011.69,22.87,70.73,8109.75,10.15,12.23,109.8,2024-03-05 07:10:00,2024-03-05,3,7,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240305072016,0.92,1011.55,23.23,69.34,11763.83,22.61,14.45,112.18,2024-03-05 07:20:00,2024-03-05,3,7,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240305073016,1.8,1011.31,24.24,66.11,29717.15,268.56,16.67,114.56,2024-03-05 07:30:00,2024-03-05,3,7,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240305074016,1.58,1011.23,29.68,50.38,62112.22,880.59,18.87,116.94,2024-03-05 07:40:00,2024-03-05,3,7,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240305075016,1.12,1011.13,33.37,40.75,68771.08,1003.07,21.06,119.32,2024-03-05 07:50:00,2024-03-05,3,7,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240305080016,0.76,1011.15,36.71,34.11,75875.2,1138.6,23.24,121.7,2024-03-05 08:00:00,2024-03-05,3,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240305081016,1.66,1011.15,36.9,33.05,83496.11,1292.64,25.39,124.08,2024-03-05 08:10:00,2024-03-05,3,8,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240305082016,2.0,1011.09,36.94,32.74,89109.73,1398.02,27.53,126.46,2024-03-05 08:20:00,2024-03-05,3,8,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240305083016,1.32,1010.94,38.92,30.02,93635.88,1416.3,29.65,128.84,2024-03-05 08:30:00,2024-03-05,3,8,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240305084016,1.85,1010.89,39.15,28.6,98709.71,1551.71,31.75,131.22,2024-03-05 08:40:00,2024-03-05,3,8,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240305085016,1.09,1010.76,40.55,27.22,102162.94,1554.67,33.82,133.6,2024-03-05 08:50:00,2024-03-05,3,8,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240306070016,0.08,1010.31,23.95,76.39,4596.0,4.76,10.42,107.63,2024-03-06 07:00:00,2024-03-06,3,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240306071016,1.15,1010.77,23.77,79.65,1998.58,1.28,12.67,110.0,2024-03-06 07:10:00,2024-03-06,3,7,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240306072016,1.74,1011.02,23.86,82.53,3402.17,2.77,14.9,112.37,2024-03-06 07:20:00,2024-03-06,3,7,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240306073016,1.27,1011.15,24.1,82.22,5259.58,6.53,17.12,114.75,2024-03-06 07:30:00,2024-03-06,3,7,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240306074016,2.07,1011.4,24.18,81.41,5964.42,7.91,19.34,117.12,2024-03-06 07:40:00,2024-03-06,3,7,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240306075016,2.44,1011.68,23.97,82.1,4032.08,4.19,21.54,119.49,2024-03-06 07:50:00,2024-03-06,3,7,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240306080016,2.45,1011.92,22.91,87.55,1462.92,0.46,23.72,121.86,2024-03-06 08:00:00,2024-03-06,3,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240306081016,3.39,1012.19,22.08,90.17,5322.33,5.58,25.89,124.24,2024-03-06 08:10:00,2024-03-06,3,8,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240306082016,3.08,1012.3,22.17,88.79,10416.25,20.23,28.05,126.61,2024-03-06 08:20:00,2024-03-06,3,8,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240306083016,3.2,1012.46,22.23,87.84,10646.17,21.88,30.18,128.98,2024-03-06 08:30:00,2024-03-06,3,8,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240306084016,2.66,1012.69,21.8,88.82,3671.83,2.48,32.29,131.36,2024-03-06 08:40:00,2024-03-06,3,8,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240306085016,3.6,1012.84,21.41,88.89,3227.17,1.7,34.38,133.73,2024-03-06 08:50:00,2024-03-06,3,8,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240307070016,2.51,1018.83,17.28,80.4,1809.25,0.76,10.42,106.99,2024-03-07 07:00:00,2024-03-07,3,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240307071016,2.72,1018.87,17.62,77.13,2381.33,1.2,12.67,109.39,2024-03-07 07:10:00,2024-03-07,3,7,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240307072016,2.46,1018.87,17.81,76.83,3342.42,2.28,14.9,111.78,2024-03-07 07:20:00,2024-03-07,3,7,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240307073016,1.64,1018.96,17.9,77.51,3475.25,2.38,17.12,114.18,2024-03-07 07:30:00,2024-03-07,3,7,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240307074016,1.25,1019.05,18.07,76.84,4423.83,3.54,19.34,116.58,2024-03-07 07:40:00,2024-03-07,3,7,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240307075016,1.34,1019.23,18.22,75.61,5064.5,4.76,21.54,118.98,2024-03-07 07:50:00,2024-03-07,3,7,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240307080016,1.38,1019.15,18.38,75.02,5753.92,5.93,23.72,121.38,2024-03-07 08:00:00,2024-03-07,3,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240307081016,1.22,1019.25,18.64,75.43,6590.08,7.54,25.89,123.77,2024-03-07 08:10:00,2024-03-07,3,8,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240307082016,0.04,1019.3,18.94,79.93,8462.25,12.99,28.05,126.17,2024-03-07 08:20:00,2024-03-07,3,8,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240307083016,0.3,1019.45,19.4,81.07,10200.58,18.7,30.18,128.57,2024-03-07 08:30:00,2024-03-07,3,8,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240307084016,0.68,1019.57,19.23,80.16,6549.75,8.41,32.29,130.97,2024-03-07 08:40:00,2024-03-07,3,8,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240307085016,0.38,1019.59,18.91,80.46,4935.17,4.41,34.38,133.36,2024-03-07 08:50:00,2024-03-07,3,8,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240308070016,3.21,1021.25,17.55,65.04,1188.08,0.29,10.65,107.19,2024-03-08 07:00:00,2024-03-08,3,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240308071016,3.95,1021.47,17.54,63.9,1524.5,0.45,12.89,109.59,2024-03-08 07:10:00,2024-03-08,3,7,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240308072016,2.86,1021.58,17.54,63.8,1816.83,0.64,15.12,111.98,2024-03-08 07:20:00,2024-03-08,3,7,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240308073016,2.86,1021.76,17.57,62.41,2352.42,1.02,17.34,114.37,2024-03-08 07:30:00,2024-03-08,3,7,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240308074016,2.45,1021.88,17.59,60.88,2385.08,1.05,19.56,116.76,2024-03-08 07:40:00,2024-03-08,3,7,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240308075016,4.11,1022.01,17.53,58.48,2853.75,1.45,21.76,119.15,2024-03-08 07:50:00,2024-03-08,3,7,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240308080016,3.08,1022.06,17.56,59.29,3308.33,1.91,23.94,121.54,2024-03-08 08:00:00,2024-03-08,3,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240308081016,3.91,1022.18,17.54,59.11,3982.17,2.74,26.11,123.93,2024-03-08 08:10:00,2024-03-08,3,8,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240308082016,4.48,1022.28,17.61,57.26,4913.42,4.12,28.26,126.32,2024-03-08 08:20:00,2024-03-08,3,8,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240308083016,3.34,1022.24,17.85,55.0,6535.33,7.56,30.39,128.71,2024-03-08 08:30:00,2024-03-08,3,8,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240308084016,3.3,1022.33,18.11,52.45,8969.17,14.01,32.5,131.1,2024-03-08 08:40:00,2024-03-08,3,8,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240308085016,3.03,1022.46,18.39,52.97,9797.25,16.66,34.58,133.5,2024-03-08 08:50:00,2024-03-08,3,8,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240309070016,0.21,1023.86,16.11,60.2,3280.25,2.27,11.08,106.56,2024-03-09 07:00:00,2024-03-09,3,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240309071016,0.2,1024.34,16.36,58.27,2960.58,1.75,13.33,108.98,2024-03-09 07:10:00,2024-03-09,3,7,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240309072016,0.57,1024.76,16.55,55.7,3560.5,2.55,15.57,111.39,2024-03-09 07:20:00,2024-03-09,3,7,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240309073016,0.75,1024.93,16.79,53.55,4233.25,3.7,17.8,113.81,2024-03-09 07:30:00,2024-03-09,3,7,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240309074016,0.55,1025.03,17.21,53.06,6896.0,9.73,20.02,116.22,2024-03-09 07:40:00,2024-03-09,3,7,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240309075016,0.3,1025.1,17.89,51.3,8622.58,14.68,22.23,118.64,2024-03-09 07:50:00,2024-03-09,3,7,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240309080016,0.33,1025.14,18.6,49.9,11829.33,28.19,24.42,121.06,2024-03-09 08:00:00,2024-03-09,3,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240309081016,0.78,1025.23,19.12,47.51,10488.58,21.96,26.6,123.47,2024-03-09 08:10:00,2024-03-09,3,8,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240309082016,0.88,1025.38,18.97,47.58,12496.58,31.12,28.77,125.89,2024-03-09 08:20:00,2024-03-09,3,8,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240309083016,1.18,1025.25,19.8,45.29,17164.42,57.37,30.91,128.3,2024-03-09 08:30:00,2024-03-09,3,8,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240309084016,1.19,1025.36,20.26,43.52,19225.08,71.54,33.04,130.72,2024-03-09 08:40:00,2024-03-09,3,8,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240309085016,1.16,1025.21,20.52,43.42,15956.42,49.61,35.13,133.13,2024-03-09 08:50:00,2024-03-09,3,8,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240310070016,0.74,1024.99,16.54,73.94,1540.75,0.48,11.08,106.77,2024-03-10 07:00:00,2024-03-10,3,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240310071016,0.55,1025.15,16.69,73.26,1959.33,0.76,13.33,109.18,2024-03-10 07:10:00,2024-03-10,3,7,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240310072016,0.79,1025.31,16.87,72.43,3204.67,1.91,15.57,111.59,2024-03-10 07:20:00,2024-03-10,3,7,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240310073016,0.36,1025.47,17.12,71.85,3413.17,2.15,17.8,113.99,2024-03-10 07:30:00,2024-03-10,3,7,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240310074016,0.39,1025.61,17.26,70.91,3441.08,2.14,20.02,116.4,2024-03-10 07:40:00,2024-03-10,3,7,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240310075016,0.0,1025.8,17.47,70.54,3495.25,2.18,22.23,118.81,2024-03-10 07:50:00,2024-03-10,3,7,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240310080016,0.07,1026.0,17.56,70.23,3329.58,1.98,24.42,121.22,2024-03-10 08:00:00,2024-03-10,3,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240310081016,0.18,1026.14,17.57,69.8,3362.67,1.96,26.6,123.63,2024-03-10 08:10:00,2024-03-10,3,8,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240310082016,0.1,1026.25,17.53,69.74,2987.42,1.52,28.77,126.04,2024-03-10 08:20:00,2024-03-10,3,8,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240310083016,0.24,1026.41,17.51,69.62,3596.42,2.15,30.91,128.45,2024-03-10 08:30:00,2024-03-10,3,8,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240310084016,0.11,1026.47,17.59,70.67,4158.33,2.87,33.04,130.86,2024-03-10 08:40:00,2024-03-10,3,8,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240310085016,0.25,1026.58,17.54,72.74,4989.42,4.22,35.13,133.27,2024-03-10 08:50:00,2024-03-10,3,8,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240311070016,0.26,1020.66,19.48,70.8,3828.58,2.75,-5.12,107.07,2024-03-11 07:00:00,2024-03-11,3,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240311071016,0.0,1020.7,19.71,70.35,3979.58,2.91,-3.43,109.49,2024-03-11 07:10:00,2024-03-11,3,7,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240311072016,0.89,1020.72,19.79,69.25,4831.42,4.23,-1.76,111.9,2024-03-11 07:20:00,2024-03-11,3,7,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240311073016,1.18,1020.73,19.84,69.18,6086.17,6.6,-0.12,114.32,2024-03-11 07:30:00,2024-03-11,3,7,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240311074016,1.1,1020.75,20.17,68.05,7805.92,10.44,1.49,116.74,2024-03-11 07:40:00,2024-03-11,3,7,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240311075016,2.25,1020.64,20.2,66.74,8752.75,13.35,3.07,119.16,2024-03-11 07:50:00,2024-03-11,3,7,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240311080016,2.13,1020.62,20.52,65.52,12067.42,25.2,4.62,121.58,2024-03-11 08:00:00,2024-03-11,3,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240311081016,1.82,1020.69,20.99,64.31,12562.42,27.19,6.13,124.0,2024-03-11 08:10:00,2024-03-11,3,8,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240311082016,2.04,1020.65,21.32,63.03,13951.25,33.28,7.61,126.42,2024-03-11 08:20:00,2024-03-11,3,8,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240311083016,2.12,1020.58,21.92,61.21,19771.08,67.08,9.05,128.84,2024-03-11 08:30:00,2024-03-11,3,8,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240311084016,2.58,1020.6,22.24,58.89,16881.25,48.87,10.45,131.26,2024-03-11 08:40:00,2024-03-11,3,8,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240311085016,2.61,1020.5,22.26,58.31,17850.92,54.48,11.8,133.68,2024-03-11 08:50:00,2024-03-11,3,8,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240312070016,3.57,1017.96,18.62,77.29,2163.17,0.94,11.73,106.37,2024-03-12 07:00:00,2024-03-12,3,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240312071016,3.76,1018.18,18.9,75.33,2735.5,1.48,13.99,108.8,2024-03-12 07:10:00,2024-03-12,3,7,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
